token	count	idf score
sembab	3	12.7690113211
sembahyangan	3	13.7690113211
sembayang	3	12.1840488204
semboyan	3	12.1840488204
semburat	3	12.1840488204
semetara	3	12.1840488204
seminimal	3	12.1840488204
sempu	3	12.1840488204
semulanya	3	12.1840488204
semunya	3	12.1840488204
semxxxx	3	12.1840488204
senapati	3	12.7690113211
sengan	3	12.1840488204
senimo	3	12.1840488204
sentralisasi	3	12.1840488204
seoptimal	3	12.1840488204
sepelatnasnya	3	12.1840488204
sepengetahuannya	3	12.1840488204
sepeninggal	3	12.1840488204
seperlunya	3	12.1840488204
sepertihalnya	3	12.7690113211
seprei	3	12.1840488204
sepulsa	3	12.1840488204
sepuluhan	3	12.7690113211
sepupunya	3	12.7690113211
serahin	3	12.1840488204
seram	3	12.7690113211
seran	3	12.7690113211
serangkai	3	12.1840488204
serasa	3	12.1840488204
seratusan	3	12.1840488204
serau	3	12.1840488204
serbahitam	3	12.7690113211
seretak	3	12.1840488204
seribuan	3	12.1840488204
seringlah	3	12.1840488204
serong	3	12.1840488204
sertakan	3	12.1840488204
sertifikatnya	3	12.1840488204
sertu	3	12.1840488204
servisnya	3	12.7690113211
sesimple	3	12.1840488204
sesjamwas	3	12.1840488204
sespimma	3	12.1840488204
sesusai	3	12.1840488204
setali	3	12.1840488204
setiaatmadja	3	12.1840488204
setianya	3	12.1840488204
setiyadi	3	12.1840488204
settings	3	12.1840488204
setukpa	3	12.7690113211
setwapres	3	12.1840488204
seumpama	3	12.1840488204
seumuranku	3	12.1840488204
seusia	3	12.1840488204
sevelin	3	12.7690113211
sfs	3	12.1840488204
shadows	3	12.7690113211
shangrila	3	12.1840488204
shanty	3	13.7690113211
sharedown	3	12.7690113211
sherman	3	12.1840488204
shihab	3	12.1840488204
shintya	3	12.7690113211
sholatun	3	12.1840488204
shorebase	3	12.1840488204
shortcut	3	12.1840488204
shroud	3	12.1840488204
siagakan	3	12.1840488204
siangnya	3	12.1840488204
siapanya	3	12.1840488204
sibolangit	3	12.1840488204
sidangnya	3	12.1840488204
sidhi	3	12.1840488204
sidi	3	12.1840488204
sido	3	12.7690113211
sidokare	3	12.1840488204
siera	3	12.1840488204
sigma	3	12.1840488204
signature	3	12.1840488204
significant	3	12.1840488204
sihar	3	12.1840488204
sihite	3	12.1840488204
siidang	3	12.1840488204
sikapi	3	12.1840488204
sikka	3	12.1840488204
sikut	3	12.1840488204
silaen	3	12.1840488204
silangit	3	13.7690113211
silatnas	3	12.1840488204
silatuhrahmi	3	12.1840488204
silaturahminya	3	12.1840488204
silva	3	12.7690113211
silvanus	3	12.1840488204
simanjutak	3	12.1840488204
simbada	3	12.7690113211
simetris	3	12.1840488204
sinar	3	12.1840488204
sindjal	3	12.1840488204
sinergis	3	12.1840488204
singelnya	3	12.1840488204
singkatan	3	12.1840488204
sino	3	12.1840488204
sinulingga	3	12.1840488204
sinuwun	3	12.7690113211
sip	3	12.1840488204
siswoyo	3	12.1840488204
site	3	12.7690113211
sitepu	3	12.1840488204
sitomorang	3	12.1840488204
situsasi	3	12.1840488204
siuman	3	12.7690113211
siwalankerto	3	12.1840488204
skbi	3	12.1840488204
skenarionya	3	12.1840488204
sketsa	3	12.1840488204
skotlandia	3	12.1840488204
skuadron	3	12.1840488204
smar	3	12.1840488204
smooth	3	12.1840488204
smra	3	12.1840488204
soda	3	12.7690113211
sodara	3	12.1840488204
soe	3	12.1840488204
soeharjon	3	12.1840488204
soemantri	3	12.1840488204
soenarjo	3	13.7690113211
soerjadi	3	12.1840488204
soewarna	3	13.7690113211
sogok	3	12.1840488204
sokpheng	3	12.1840488204
sold	3	12.1840488204
somalia	3	12.1840488204
songwriter	3	12.1840488204
sosiologi	3	12.7690113211
soto	3	12.7690113211
source	3	12.1840488204
southwark	3	12.1840488204
speksifikasi	3	12.1840488204
spens	3	13.7690113211
spesimennya	3	12.1840488204
sporadis	3	12.1840488204
sportdeca	3	12.1840488204
srawu	3	12.1840488204
sreg	3	12.1840488204
srigala	3	12.1840488204
srin	3	12.1840488204
sroyer	3	12.1840488204
srs	3	12.1840488204
ssos	3	12.1840488204
stafin	3	12.1840488204
standart	3	12.1840488204
standiford	3	13.7690113211
stang	3	12.7690113211
statemen	3	12.1840488204
stefan	3	12.1840488204
stimulasi	3	12.1840488204
stockholm	3	12.1840488204
story	3	12.1840488204
stress	3	12.1840488204
strikernya	3	12.1840488204
strukrural	3	12.1840488204
sts	3	12.1840488204
stuber	3	13.7690113211
subawi	3	13.7690113211
subhan	3	12.1840488204
subhanahu	3	13.7690113211
subiyantana	3	12.1840488204
sudjiwo	3	13.7690113211
sugito	3	12.1840488204
sugiyanta	3	13.7690113211
suharno	3	12.1840488204
suhunya	3	12.1840488204
sui	3	12.1840488204
sujudku	3	12.1840488204
sukaesih	3	13.7690113211
sukajadi	3	12.7690113211
sukamart	3	12.1840488204
sukanta	3	13.7690113211
sukapura	3	12.1840488204
sukarnoputra	3	13.7690113211
sukiyo	3	12.7690113211
sukran	3	12.1840488204
sukseskan	3	12.1840488204
sulaeman	3	12.1840488204
sulampua	3	12.1840488204
sulfat	3	12.1840488204
sulistiadi	3	12.1840488204
sulle	3	12.1840488204
sulteng	3	12.1840488204
sultra	3	12.1840488204
suluk	3	12.1840488204
sumarsono	3	13.7690113211
sumartono	3	12.1840488204
sumbangkan	3	12.1840488204
sumbu	3	12.1840488204
sumekto	3	13.7690113211
sunandar	3	12.1840488204
sundulannya	3	12.1840488204
sunindyo	3	12.1840488204
sunu	3	12.7690113211
sunusi	3	12.1840488204
suparmo	3	13.7690113211
supercepat	3	12.7690113211
superpuma	3	12.1840488204
supersemar	3	12.1840488204
supervisor	3	12.1840488204
suplainya	3	12.1840488204
supomo	3	12.1840488204
supplier	3	12.1840488204
supposed	3	12.1840488204
supratman	3	12.1840488204
supremasi	3	12.1840488204
suprijadi	3	12.7690113211
suropratomo	3	12.1840488204
suroto	3	12.7690113211
suryakencana	3	12.1840488204
susahnya	3	12.1840488204
susanti	3	12.1840488204
susiana	3	12.7690113211
susilawati	3	13.7690113211
suspen	3	12.1840488204
suspension	3	12.1840488204
susul	3	12.1840488204
suswantoro	3	12.1840488204
sutama	3	12.1840488204
sutisna	3	12.1840488204
sutiyono	3	12.1840488204
sutoyo	3	12.7690113211
swa	3	12.1840488204
swanda	3	12.1840488204
swastedian	3	12.7690113211
sweater	3	12.1840488204
syaefuddin	3	12.1840488204
syafe	3	12.7690113211
syahputra	3	12.1840488204
syahrial	3	12.1840488204
syaifudin	3	12.1840488204
syailendra	3	12.1840488204
syamsi	3	12.1840488204
syamsyu	3	12.1840488204
syariahnya	3	12.7690113211
syarifudin	3	12.1840488204
sylvi	3	12.7690113211
syofyan	3	13.7690113211
tabungannya	3	12.1840488204
tadion	3	12.1840488204
tahalele	3	12.7690113211
tahta	3	12.1840488204
tahukah	3	12.1840488204
taj	3	12.1840488204
tajur	3	12.7690113211
taklim	3	12.1840488204
takzim	3	12.1840488204
tamat	3	12.1840488204
tampan	3	12.1840488204
tampilannya	3	12.1840488204
tampilkan	3	12.1840488204
tamtama	3	12.1840488204
tana	3	12.1840488204
tandjung	3	12.7690113211
tangeran	3	12.1840488204
tangisnya	3	12.1840488204
tanjungpriuk	3	12.1840488204
tansil	3	12.1840488204
tape	3	12.7690113211
tapered	3	12.1840488204
tapol	3	12.7690113211
taraweh	3	12.1840488204
tariknya	3	12.1840488204
tasamalee	3	12.1840488204
tatarinov	3	12.7690113211
tatik	3	12.7690113211
tawarin	3	12.1840488204
tech	3	12.1840488204
technopreneur	3	12.1840488204
tees	3	12.1840488204
tehadap	3	12.7690113211
telaah	3	12.1840488204
telalu	3	12.1840488204
telantar	3	12.7690113211
telaten	3	12.1840488204
tele	3	12.1840488204
telecommunications	3	12.1840488204
telepolling	3	12.1840488204
teleskop	3	13.7690113211
telibat	3	12.7690113211
telp	3	12.1840488204
tem	3	12.1840488204
temasuk	3	12.1840488204
temboknya	3	12.1840488204
tempati	3	12.1840488204
temperamen	3	12.1840488204
temurun	3	12.1840488204
ten	3	12.1840488204
tenis	3	12.1840488204
tenunan	3	12.1840488204
tepati	3	12.1840488204
teppan	3	12.7690113211
teraebut	3	12.1840488204
terakumulasi	3	12.1840488204
teraman	3	12.7690113211
terangka	3	12.1840488204
terbayarkan	3	12.1840488204
terbujur	3	12.1840488204
tercakup	3	12.1840488204
terdebet	3	12.1840488204
terdegradasi	3	12.1840488204
terdepak	3	12.1840488204
terdistribusi	3	12.1840488204
terdongkrak	3	12.1840488204
terealisir	3	12.1840488204
teredam	3	12.1840488204
teregister	3	12.7690113211
tereksplorasi	3	12.1840488204
tereliminasi	3	12.1840488204
terfavorit	3	12.1840488204
terguncang	3	12.1840488204
terheran	3	12.1840488204
terhingga	3	12.1840488204
terik	3	12.1840488204
terimanya	3	12.1840488204
terisak	3	12.1840488204
terjal	3	12.1840488204
terjemput	3	13.7690113211
terjerembab	3	12.1840488204
terjerumus	3	12.1840488204
terkalahkan	3	12.1840488204
terkonsep	3	12.1840488204
terkoordinasi	3	12.1840488204
terlacak	3	12.1840488204
terlepasnya	3	12.1840488204
terlewati	3	12.1840488204
termenung	3	12.1840488204
terorganisasi	3	12.1840488204
terpanas	3	12.1840488204
terpancing	3	12.1840488204
terparah	3	12.1840488204
terpendek	3	12.1840488204
terpetakan	3	12.1840488204
terpikir	3	12.1840488204
terpinggirkan	3	12.1840488204
terprovokasi	3	12.1840488204
terpuruknya	3	12.1840488204
tersambar	3	12.1840488204
tersandar	3	12.1840488204
tersayat	3	12.7690113211
tersebu	3	12.1840488204
terselenggaranya	3	12.1840488204
terselubung	3	12.1840488204
tersisih	3	12.1840488204
tersulit	3	12.7690113211
tersurat	3	12.1840488204
tersusul	3	12.1840488204
tertancap	3	12.1840488204
tertangguh	3	12.1840488204
tertunggak	3	12.1840488204
terucap	3	12.1840488204
tetanus	3	12.1840488204
thailan	3	12.1840488204
thalita	3	12.1840488204
thank	3	12.1840488204
thanks	3	12.1840488204
thaun	3	12.1840488204
thepresidentpost	3	13.7690113211
theravada	3	12.7690113211
thiago	3	12.1840488204
thinking	3	12.1840488204
thn	3	12.1840488204
tian	3	12.1840488204
tiarap	3	12.1840488204
tibanya	3	12.1840488204
tibet	3	12.1840488204
tidung	3	12.1840488204
tiger	3	12.1840488204
tiko	3	13.7690113211
tilas	3	12.1840488204
tilawah	3	12.1840488204
tilt	3	12.1840488204
timing	3	12.1840488204
tin	3	12.7690113211
tinjau	3	12.1840488204
tipiring	3	12.1840488204
tiro	3	12.1840488204
titiknya	3	12.1840488204
tiup	3	12.1840488204
tjokroaminto	3	13.7690113211
tlogo	3	13.7690113211
togar	3	12.7690113211
tonase	3	12.7690113211
tonggak	3	12.1840488204
tongkang	3	12.1840488204
tongkol	3	12.1840488204
tonjong	3	12.7690113211
tono	3	12.7690113211
tonton	3	12.1840488204
toronto	3	12.1840488204
tos	3	12.7690113211
tpk	3	12.7690113211
traceability	3	12.7690113211
trackback	3	13.7690113211
tradisonal	3	12.1840488204
tragisnya	3	12.1840488204
traktor	3	12.1840488204
tralis	3	12.1840488204
tranjakarta	3	12.7690113211
tranparan	3	12.1840488204
transparannya	3	12.1840488204
transpor	3	12.1840488204
trasnjakarta	3	12.1840488204
traveller	3	12.1840488204
trendy	3	12.1840488204
trennya	3	12.7690113211
triawirawan	3	12.1840488204
tricknya	3	12.1840488204
tricky	3	13.7690113211
trigol	3	12.1840488204
trilyunan	3	12.1840488204
trisaktinya	3	12.1840488204
trisna	3	12.1840488204
troli	3	12.1840488204
tsomo	3	12.1840488204
ttpi	3	12.1840488204
tuai	3	12.1840488204
tudingannya	3	12.1840488204
tuhh	3	12.1840488204
tuilan	3	12.1840488204
tumbal	3	12.1840488204
tumplek	3	12.7690113211
tunarungu	3	12.1840488204
tunggulah	3	12.1840488204
tungku	3	12.1840488204
tunisia	3	12.1840488204
tunjangannya	3	12.7690113211
tunjukan	3	12.1840488204
tura	3	12.1840488204
turman	3	12.1840488204
turner	3	12.1840488204
turuh	3	12.1840488204
tutu	3	12.7690113211
twett	3	13.7690113211
twin	3	12.1840488204
two	3	12.1840488204
tze	3	12.1840488204
ubud	3	12.7690113211
udayana	3	12.1840488204
udo	3	12.7690113211
uii	3	12.1840488204
uju	3	13.7690113211
ujungpandang	3	12.1840488204
uki	3	12.1840488204
ul	3	12.7690113211
ulangi	3	12.1840488204
ulasannya	3	12.1840488204
ulil	3	12.7690113211
ullatief	3	12.1840488204
ulul	3	12.7690113211
umbar	3	12.1840488204
unconventional	3	12.7690113211
undagan	3	12.1840488204
ungas	3	13.7690113211
ungsikan	3	12.1840488204
unibody	3	12.1840488204
uniform	3	12.7690113211
unique	3	12.1840488204
univeristas	3	12.1840488204
unloading	3	12.1840488204
uno	3	12.1840488204
unutk	3	12.1840488204
uob	3	12.1840488204
uppb	3	13.7690113211
urat	3	12.1840488204
usaia	3	12.7690113211
usainya	3	12.1840488204
usd0	3	12.7690113211
usd100	3	12.1840488204
usd13	3	12.1840488204
usd20	3	12.7690113211
usd3	3	12.1840488204
usd50	3	12.1840488204
usd950	3	12.7690113211
use	3	12.7690113211
utarakan	3	12.1840488204
utilities	3	12.1840488204
utnuk	3	12.1840488204
utus	3	12.1840488204
uuri	3	12.1840488204
v5	3	12.7690113211
valdy	3	12.1840488204
valenzuela	3	12.1840488204
validitas	3	12.1840488204
variabel	3	12.1840488204
verge	3	12.1840488204
vertikal	3	12.1840488204
vetnam	3	12.1840488204
vette	3	13.7690113211
viara	3	13.7690113211
videoklip	3	12.7690113211
village	3	12.1840488204
vincentius	3	12.7690113211
violin	3	12.1840488204
vipplaza	3	12.1840488204
visanya	3	12.1840488204
visinya	3	12.1840488204
vision	3	12.7690113211
vitae	3	12.1840488204
vitalis	3	12.1840488204
vivara	3	12.1840488204
vivi	3	12.7690113211
vocagroove	3	12.1840488204
vra	3	12.1840488204
vu	3	13.7690113211
wabup	3	12.1840488204
wacananya	3	12.1840488204
wachyunandi	3	12.1840488204
wadirlantas	3	12.1840488204
wadirut	3	12.1840488204
wadung	3	12.1840488204
wahidin	3	12.1840488204
wahyuhadiningrat	3	12.1840488204
wahyunandi	3	12.1840488204
wajarnya	3	12.1840488204
wakasad	3	12.1840488204
wakhid	3	12.1840488204
walhi	3	12.1840488204
wallenstein	3	13.7690113211
wamenkeu	3	12.1840488204
wapang	3	12.7690113211
wapeko	3	12.1840488204
wara	3	12.1840488204
wardani	3	12.1840488204
warjiyo	3	12.1840488204
waroeng	3	13.7690113211
wartakota	3	12.1840488204
wasana	3	12.1840488204
wasono	3	12.1840488204
wasrina	3	12.1840488204
waswas	3	12.1840488204
watchkit	3	12.7690113211
watermark	3	12.1840488204
watimpres	3	12.1840488204
wayangnya	3	12.1840488204
wc	3	12.1840488204
wenangan	3	12.1840488204
wendah	3	12.7690113211
wet	3	12.1840488204
wg	3	12.1840488204
what	3	12.1840488204
whisky	3	12.1840488204
wibawanya	3	12.1840488204
widiade	3	12.1840488204
widiarto	3	12.1840488204
widjayanto	3	12.1840488204
widjoyono	3	12.7690113211
widowo	3	12.1840488204
widyastuti	3	12.7690113211
widyo	3	12.7690113211
wiguna	3	12.1840488204
wiharto	3	12.1840488204
wikipedia	3	12.1840488204
wilda	3	13.7690113211
win10	3	12.1840488204
winarta	3	12.1840488204
windu	3	12.1840488204
wir	3	12.1840488204
wire	3	12.1840488204
wiri	3	12.1840488204
wisudhi	3	12.1840488204
wiyatmi	3	12.7690113211
women	3	12.7690113211
would	3	12.1840488204
wto	3	12.1840488204
wts	3	13.7690113211
wwf	3	13.7690113211
x300	3	12.1840488204
xloud	3	12.1840488204
yakuza	3	12.1840488204
yales	3	12.7690113211
yamg	3	12.1840488204
yanis	3	13.7690113211
yard	3	12.1840488204
yasar	3	12.1840488204
yasinan	3	12.1840488204
yatul	3	13.7690113211
yayasannya	3	12.1840488204
yefta	3	12.1840488204
yessy	3	12.1840488204
yopi	3	12.1840488204
yorris	3	12.1840488204
yosanna	3	12.1840488204
yosodiningrat	3	12.1840488204
yua	3	12.1840488204
yuda	3	13.7690113211
yuddi	3	12.1840488204
yuddychrisnandi	3	12.1840488204
yulia	3	12.7690113211
yulinda	3	12.7690113211
yun	3	12.7690113211
yuris	3	12.7690113211
yurisdiksi	3	12.1840488204
yvon	3	13.7690113211
yyk	3	12.1840488204
z250	3	12.1840488204
zabur	3	12.1840488204
zaenun	3	13.7690113211
zak	3	12.1840488204
zentoni	3	13.7690113211
zero	3	12.1840488204
zhong	3	12.1840488204
zhu	3	12.1840488204
ziarahnya	3	12.1840488204
zikri	3	12.1840488204
zoelva	3	12.1840488204
zuhroh	3	12.1840488204
zuhur	3	12.7690113211
zulbainarni	3	12.7690113211
zulfikar	3	12.1840488204
zulkilfi	3	12.1840488204
000rpm	2	12.7690113211
0082	2	12.7690113211
0137	2	12.7690113211
023	2	12.7690113211
026	2	12.7690113211
059	2	12.7690113211
062	2	12.7690113211
071	2	12.7690113211
076	2	12.7690113211
0812	2	13.7690113211
090	2	12.7690113211
100miliar	2	12.7690113211
1010	2	12.7690113211
1080x1920	2	12.7690113211
10l	2	12.7690113211
1146	2	12.7690113211
115hp	2	12.7690113211
1202	2	12.7690113211
1238	2	12.7690113211
12510	2	12.7690113211
125cc	2	12.7690113211
1300mah	2	12.7690113211
13300	2	13.7690113211
1392	2	12.7690113211
1437hijriyah	2	12.7690113211
150mg	2	12.7690113211
1619	2	12.7690113211
1643	2	12.7690113211
1719	2	12.7690113211
17m	2	12.7690113211
1873	2	12.7690113211
18k	2	12.7690113211
1907	2	12.7690113211
1916	2	12.7690113211
1927	2	12.7690113211
1956	2	12.7690113211
1a	2	12.7690113211
1news	2	12.7690113211
200juta	2	13.7690113211
20115	2	12.7690113211
2015ditipidum	2	12.7690113211
2044	2	13.7690113211
20x15	2	12.7690113211
21mbps	2	12.7690113211
2300	2	13.7690113211
232	2	12.7690113211
2320mah	2	12.7690113211
2420mah	2	12.7690113211
244	2	12.7690113211
2558	2	12.7690113211
2559be	2	13.7690113211
268	2	12.7690113211
26th	2	12.7690113211
271	2	12.7690113211
277	2	12.7690113211
282	2	12.7690113211
2898	2	12.7690113211
28b	2	12.7690113211
28c	2	12.7690113211
292	2	12.7690113211
2946	2	12.7690113211
2m	2	12.7690113211
309	2	12.7690113211
3096	2	12.7690113211
3100	2	12.7690113211
311	2	12.7690113211
314	2	12.7690113211
322	2	12.7690113211
323	2	12.7690113211
328	2	12.7690113211
329	2	12.7690113211
336	2	12.7690113211
3400	2	12.7690113211
3402	2	12.7690113211
3500	2	12.7690113211
353	2	13.7690113211
355	2	12.7690113211
364	2	12.7690113211
366	2	12.7690113211
36th	2	12.7690113211
382	2	12.7690113211
387	2	12.7690113211
3929	2	12.7690113211
39ec	2	12.7690113211
402	2	12.7690113211
409	2	12.7690113211
40l	2	12.7690113211
40x8	2	12.7690113211
40x9	2	12.7690113211
4128	2	12.7690113211
423	2	12.7690113211
427	2	12.7690113211
445	2	12.7690113211
449	2	12.7690113211
4514	2	12.7690113211
456	2	12.7690113211
459	2	12.7690113211
484	2	12.7690113211
489	2	12.7690113211
48kg	2	13.7690113211
4950	2	12.7690113211
497	2	12.7690113211
498	2	12.7690113211
49kg	2	13.7690113211
4ghz	2	12.7690113211
500cc	2	12.7690113211
500mg	2	12.7690113211
5030	2	12.7690113211
504	2	12.7690113211
50e	2	12.7690113211
5209	2	12.7690113211
526	2	12.7690113211
529	2	13.7690113211
535	2	12.7690113211
539	2	12.7690113211
54s	2	12.7690113211
5774	2	12.7690113211
586	2	12.7690113211
589	2	12.7690113211
5c	2	12.7690113211
5deg	2	13.7690113211
5mw	2	13.7690113211
614	2	12.7690113211
630	2	12.7690113211
631	2	12.7690113211
647	2	12.7690113211
651	2	12.7690113211
655	2	12.7690113211
66s	2	12.7690113211
671	2	12.7690113211
672	2	12.7690113211
6776	2	12.7690113211
680	2	13.7690113211
685	2	12.7690113211
690	2	12.7690113211
696	2	12.7690113211
699	2	12.7690113211
6kw	2	12.7690113211
704	2	12.7690113211
70kg	2	12.7690113211
715	2	12.7690113211
718	2	12.7690113211
720x1280	2	12.7690113211
731	2	12.7690113211
736	2	12.7690113211
7400	2	13.7690113211
746	2	13.7690113211
756	2	13.7690113211
776	2	12.7690113211
785	2	12.7690113211
7900	2	13.7690113211
7941658	2	12.7690113211
795	2	12.7690113211
7ghz	2	12.7690113211
7mp	2	12.7690113211
7nm	2	12.7690113211
8086	2	12.7690113211
80g	2	12.7690113211
80l	2	12.7690113211
8149	2	12.7690113211
831	2	12.7690113211
848	2	12.7690113211
8500	2	12.7690113211
853	2	12.7690113211
856	2	13.7690113211
859	2	12.7690113211
862	2	12.7690113211
863	2	12.7690113211
868	2	12.7690113211
880	2	12.7690113211
887	2	12.7690113211
8b	2	12.7690113211
8h	2	12.7690113211
8juli	2	12.7690113211
8x	2	12.7690113211
910	2	12.7690113211
915	2	12.7690113211
931	2	12.7690113211
938	2	12.7690113211
941	2	12.7690113211
943	2	12.7690113211
9435	2	12.7690113211
960	2	13.7690113211
964	2	12.7690113211
968	2	12.7690113211
969	2	12.7690113211
974	2	12.7690113211
976	2	12.7690113211
986	2	12.7690113211
990	2	13.7690113211
992	2	12.7690113211
998	2	12.7690113211
a029	2	13.7690113211
a350xwb	2	12.7690113211
aadalah	2	12.7690113211
aarna	2	12.7690113211
aayt	2	12.7690113211
aba	2	13.7690113211
abaikan	2	12.7690113211
abba	2	12.7690113211
abbey	2	13.7690113211
abdeenegara	2	12.7690113211
abdillah	2	12.7690113211
abdulah	2	13.7690113211
abdulrahman	2	12.7690113211
abhista	2	13.7690113211
abpd	2	12.7690113211
abrahama	2	12.7690113211
abrasi	2	13.7690113211
abriansyah	2	12.7690113211
abror	2	12.7690113211
absahan	2	12.7690113211
absorbent	2	12.7690113211
abubakar	2	13.7690113211
abunya	2	12.7690113211
abuse	2	12.7690113211
aby	2	12.7690113211
acakan	2	12.7690113211
acapkali	2	12.7690113211
acar	2	12.7690113211
acca	2	12.7690113211
achievement	2	12.7690113211
achman	2	12.7690113211
active	2	13.7690113211
adan	2	12.7690113211
adapaun	2	12.7690113211
adde	2	12.7690113211
adela	2	12.7690113211
adelyn	2	12.7690113211
adh	2	12.7690113211
adianto	2	12.7690113211
adicipta	2	12.7690113211
adikara	2	12.7690113211
adili	2	13.7690113211
adiminta	2	12.7690113211
adiperkasa	2	12.7690113211
aditif	2	12.7690113211
adityawarman	2	12.7690113211
adiwijaya	2	12.7690113211
adiwiyatama	2	12.7690113211
adiyaksa	2	12.7690113211
adly	2	13.7690113211
administration	2	12.7690113211
adminitrasi	2	12.7690113211
adminsitratif	2	12.7690113211
adokumen	2	12.7690113211
adopter	2	12.7690113211
adrenalin	2	13.7690113211
adrianto	2	12.7690113211
adriyani	2	12.7690113211
advisory	2	12.7690113211
aec	2	12.7690113211
aedes	2	13.7690113211
aegypty	2	13.7690113211
aer	2	13.7690113211
aerial	2	12.7690113211
aerien	2	13.7690113211
affordable	2	12.7690113211
afifi	2	12.7690113211
afirmatif	2	12.7690113211
aftersales	2	12.7690113211
afzaal	2	13.7690113211
agamais	2	13.7690113211
age	2	12.7690113211
ageline	2	12.7690113211
agendakan	2	12.7690113211
aggraini	2	12.7690113211
aggregator	2	12.7690113211
agitasi	2	12.7690113211
agresifitas	2	12.7690113211
agungprasetyo	2	13.7690113211
agusina	2	12.7690113211
agustiar	2	12.7690113211
ahir	2	12.7690113211
ahu	2	12.7690113211
aide	2	12.7690113211
aiib	2	12.7690113211
aiko	2	13.7690113211
ain	2	12.7690113211
aip	2	12.7690113211
airc	2	13.7690113211
aires	2	13.7690113211
airplanes	2	13.7690113211
ajal	2	12.7690113211
ajalah	2	12.7690113211
ajarannya	2	12.7690113211
ak4375	2	12.7690113211
akami	2	12.7690113211
akebutuan	2	12.7690113211
akhirat	2	12.7690113211
akhirilah	2	12.7690113211
akmdac	2	12.7690113211
akrap	2	12.7690113211
akre	2	12.7690113211
akrilik	2	12.7690113211
akselerator	2	12.7690113211
aktivs	2	12.7690113211
aktornya	2	12.7690113211
akumulatif	2	12.7690113211
akuntable	2	12.7690113211
akutansi	2	12.7690113211
alamin	2	12.7690113211
alap	2	13.7690113211
alasa	2	12.7690113211
alatnya	2	12.7690113211
alcatel	2	12.7690113211
aldes	2	12.7690113211
alert	2	12.7690113211
alexandria	2	12.7690113211
alfath	2	12.7690113211
alfiansyah	2	12.7690113211
alfitrasi	2	12.7690113211
algojo	2	12.7690113211
alhaddad	2	12.7690113211
aliando	2	12.7690113211
alie	2	13.7690113211
alimoeso	2	12.7690113211
aling	2	13.7690113211
alirana	2	12.7690113211
alisyahbana	2	12.7690113211
alkamul	2	12.7690113211
alkhudhayr	2	12.7690113211
alkon	2	12.7690113211
allardyce	2	13.7690113211
allhamdulillah	2	12.7690113211
allowance	2	12.7690113211
almamater	2	13.7690113211
alpha	2	12.7690113211
alpukat	2	12.7690113211
alraf	2	13.7690113211
aluminum	2	12.7690113211
alunan	2	12.7690113211
alurnya	2	12.7690113211
alutsita	2	12.7690113211
amaliya	2	12.7690113211
amanatnya	2	12.7690113211
amatan	2	12.7690113211
amatil	2	12.7690113211
ambarawa	2	12.7690113211
ambassador	2	12.7690113211
ambruknya	2	12.7690113211
amdk	2	13.7690113211
ami	2	12.7690113211
aming	2	12.7690113211
amiyas	2	12.7690113211
amoeba	2	13.7690113211
amoeld	2	12.7690113211
amputasi	2	12.7690113211
amroe	2	12.7690113211
ams	2	12.7690113211
amson	2	13.7690113211
analyst	2	12.7690113211
anasroel	2	12.7690113211
ancak	2	12.7690113211
andalas	2	12.7690113211
andhra	2	12.7690113211
andreas	2	13.7690113211
andresca	2	12.7690113211
andrian	2	12.7690113211
andriansa	2	13.7690113211
andriansyah	2	12.7690113211
andriastanto	2	12.7690113211
andry	2	12.7690113211
angakasa	2	13.7690113211
angelien	2	12.7690113211
anggaini	2	12.7690113211
anggaraeni	2	13.7690113211
anggora	2	12.7690113211
anggot	2	12.7690113211
anggran	2	12.7690113211
anggukan	2	12.7690113211
angkor	2	12.7690113211
animonya	2	12.7690113211
anitasari	2	12.7690113211
anjar	2	12.7690113211
anji	2	13.7690113211
anonymous	2	12.7690113211
ansor	2	12.7690113211
anta	2	12.7690113211
antan	2	12.7690113211
antarai	2	12.7690113211
antaran	2	12.7690113211
antarangkatan	2	12.7690113211
antarinstansi	2	12.7690113211
antarinstitusi	2	12.7690113211
antarkabupaten	2	12.7690113211
antarklub	2	12.7690113211
antarkubu	2	12.7690113211
antarpolisi	2	12.7690113211
antarseluruh	2	12.7690113211
antarsesama	2	12.7690113211
antarwilayah	2	12.7690113211
antikutu	2	12.7690113211
antimiliterisme	2	12.7690113211
anting	2	13.7690113211
antioksidan	2	12.7690113211
antisapasi	2	12.7690113211
antisipatif	2	12.7690113211
antispasi	2	12.7690113211
antiterorisme	2	12.7690113211
antoni	2	12.7690113211
antonio	2	12.7690113211
antve	2	12.7690113211
anugerahi	2	12.7690113211
anugerahpewartaastra	2	12.7690113211
anun	2	13.7690113211
anventador	2	12.7690113211
aocnya	2	12.7690113211
aoperasi	2	12.7690113211
aoset	2	13.7690113211
ap5i	2	13.7690113211
apaan	2	12.7690113211
apalgi	2	12.7690113211
apar	2	12.7690113211
apararur	2	12.7690113211
aparteman	2	12.7690113211
apartment	2	12.7690113211
apb	2	12.7690113211
apd	2	12.7690113211
apes	2	12.7690113211
apesnya	2	12.7690113211
apm	2	12.7690113211
apotekernya	2	12.7690113211
apotik	2	12.7690113211
apperture	2	12.7690113211
appi	2	12.7690113211
approval	2	12.7690113211
approve	2	12.7690113211
apriadi	2	12.7690113211
aprida	2	12.7690113211
apron	2	12.7690113211
