count	idf score	brown cluster	word
3455	2.42638102242	01111110	terkait
3454	2.57795210657	101010	4
3401	3.5754859606	010111	korban
3396	2.63394337532	01010	pihak
3393	3.09393640071	101111110	juta
3388	2.5222707226	010111	baik
3388	2.52108380765	0110111	atas
3367	2.46351952899	1101110	Dia
3367	2.43641526331	001011	lagi
3358	2.29682820491	1101111	Selain
3355	2.40651951505	01000	beberapa
3317	2.64230684825	01110	terjadi
3293	3.40926176077	01001	uang
3287	2.46408965152	011000	serta
3274	2.58972421645	0111110	langsung
3257	2.33646942071	1010110	Senin
3248	2.57425446667	01001	hal
3248	2.39180079071	1101110	Dalam
3244	2.56872571587	0111110	memiliki
3211	2.56260740712	101010	10
3167	3.61292824481	01001	harga
3164	3.22211686121	101111110	miliar
3161	2.63651159147	11000	katanya
3150	2.65983361774	1001011	Selatan
3144	2.7676031267	100001	tentang
3139	2.75359626871	100010	Komisi
3127	2.5329971292	011110	memberikan
3122	3.07117496313	101110111	sebesar
3121	2.90018876632	100010	Kementerian
3103	2.54259912831	10111000	selama
3102	2.5276239571	011001	setelah
3083	2.64812547831	101110111	sekitar
3080	3.49988464195	100110	Polri
3024	2.65071908807	101010	8
3015	2.45953496726	1101111	Sementara
3000	2.41310968277	1010110	Rabu
2990	2.70224938871	101010	20
2985	2.6533173689	110110	Kami
2971	2.60284823845	101110110	sampai
2949	2.46523057292	1010110	Selasa
2921	2.64877344376	0110110	melalui
2907	2.67493363543	0011110	mengaku
2891	4.47668968829	00110	Ahok
2842	2.72872160007	001010	bersama
2839	2.5492377702	1010110	Jumat
2826	2.75150691999	011110	sangat
2788	2.76689954462	010111	besar
2774	2.72325165971	01001	waktu
2757	4.26916543401	100110	TNI
2752	3.11258645782	1001010	Kota
2745	3.04194176307	100100	Jawa
2744	2.73215087442	011001	kalau
2733	2.75568864767	0111110	kembali
2723	3.16353180304	010111	hukum
2717	2.74733727824	010110	semua
2705	2.76058269903	110110	Kalau
2674	2.62180639615	1010110	Kamis
2651	3.34065114839	010110	warga
2634	2.7266679413	00111011	salah
2631	2.79459673129	0111110	meminta
2598	2.82796371476	1101110	Ia
2567	2.80178506226	01111110	bukan
2540	2.81481501071	011001	jika
2527	2.84197415238	100010	Jalan
2514	2.96972969958	101010	30
2490	2.91726227968	01000	tiga
2478	2.96730296218	001011	pertama
2476	2.88942807148	101010	15
2468	2.87570979024	100110	Umum
2461	2.84494113551	011001	jadi
2443	3.03599599941	100010	hasil
2439	2.82064408951	1101110	Di
2433	3.48014524693	010110	tim
2428	3.59908631965	010110	pembangunan
2404	2.79890543048	011001	tapi
2399	3.47668968829	100010	Partai
2382	2.9305952453	1000110	Direktur
2379	3.88179070563	1010111	masing
2379	2.97053952	0111110	tetap
2373	2.87495147482	011001	yakni
2367	2.92666097768	10111001	kali
2357	2.85014808382	101110111	antara
2356	2.79603153503	110110	Ini
2331	3.51871290319	010111	korupsi
2331	2.92352127015	001000	sendiri
2314	2.97216052583	0111110	terus
2309	2.87040993369	1101111	Untuk
2302	3.86212072549	010111	calon
2299	3.19725867759	101000	2014
2288	2.85462618894	1101111	Saat
2285	3.07901334968	0111110	mau
2284	2.84345688122	11000	ujarnya
2277	3.17655428383	010110	kedua
2277	2.99011284509	00010	ingin
2276	2.91960622015	0011110	memang
2273	3.13783426539	10111010	pukul
2272	3.91103032597	1010111	Undang
2268	2.94803462848	01000	sejumlah
2264	2.92352127015	1001011	Pusat
2257	3.12605709762	101010	7
2257	3.0763958194	101010	16
2241	3.0191418937	001011	sebelumnya
2233	3.03007463942	1000111	Wakil
2227	2.92902025056	100010	Badan
2226	2.94246283381	011001	sehingga
2224	3.71237360598	01010	barang
2215	2.9770345002	011110	membuat
2211	3.87570979024	01001	UU
2203	3.38207107577	1001010	RI
2175	3.18310987141	101010	9
2170	3.87419355779	010111	pelaku
2164	2.91648181169	001011	lainnya
2154	3.03345529719	100111	depan
2146	3.31265690599	1000111	Gubernur
2130	3.10189977902	01110	masuk
2125	3.21442246942	1001011	Timur
2115	3.07291315014	00010	sedang
2113	3.48476557127	010110	polisi
2102	3.51989786838	101010	21
2097	3.39288593182	001010	kerja
2086	3.29936950386	01010	tempat
2086	3.11437529257	1001010	Joko
2085	3.11079983835	101111110	WIB
2075	3.23082238904	1000111	mantan
2071	3.10278731829	110110	Kita
2066	2.97378335507	0011111	menjelaskan
2061	3.45953496726	1011111110	Tahun
2052	3.20772337593	011110	menggunakan
2048	3.97297171227	010110	anggaran
2033	3.86212072549	11010	000
2028	3.24839264054	0111110	pernah
2024	2.95122819932	1101111	Hal
2015	3.08777290932	011110	mulai
2012	3.36174355685	101010	23
1999	3.16075649912	101010	11
1995	3.46980330271	01001	acara
1995	3.09305428816	11000	jelas
1994	3.16909847891	011001	maka
1993	4.18404882038	10111010	Pasal
1993	3.64230684825	101110110	per
1987	3.17188989231	00111011	Widodo
1976	3.41476193915	1001011	Barat
1975	3.30446557076	0011100	ia
1960	3.16631245608	100010	seluruh
1953	4.06683863573	01010	pasar
1953	3.9762210268	00110	Basuki
1952	3.34274656639	01010	apa
1950	3.85313194226	100111	Jaya
1950	3.1925269743	011110	adanya
1948	3.21346354945	0011111	menyatakan
1946	3.31265690599	0011110	kan
1928	3.35855996959	101110111	mencapai
1916	3.70157696034	01001	nama
1915	3.8046704533	01010	jalan
1914	3.09747025439	101110110	sejak
1913	3.22791470575	101010	17
1908	4.18404882038	01001	proyek
1904	3.27016211457	100111	Negara
1903	3.34694655492	01001	proses
1895	3.31574068709	0111110	perlu
1890	3.6358691087	10111010	Nomor
1880	3.39071646519	100111	malam
1870	3.5401926306	1111	?
1868	5.17655428383	01010	kapal
1866	3.37133668815	100111	Korupsi
1865	3.92666097768	010111	saksi
1861	3.13965470102	1101111	Karena
1860	4.09658597913	01001	mobil
1851	3.38963295403	01001	masalah
1843	3.84419881749	01001	program
1829	3.15246247732	110110	Jadi
1827	3.95683401558	01010	perusahaan
1824	3.27016211457	01110	berada
1822	3.37240653992	101010	12
1808	3.15706437928	1010110	Sabtu
1797	5.4158644956	001000	aspirasi
1784	3.11169287152	00111010	lanjut
1780	4.04962250015	100000	Metro
1772	5.46523057292	100110	Angeline
1768	3.22018941264	110110	Tapi
1767	3.27916336066	01110	cukup
1760	3.31883107393	0011100	pihaknya
1758	3.31471202748	0011100	nanti
1751	4.08953122159	101111110	triliun
1751	3.33021946852	0011100	kemudian
1734	3.46294963167	1000111	Pemerintah
1725	3.60536164508	100111	dunia
1721	3.36493418486	101010	25
1695	3.33960457958	110110	Mereka
1692	4.37454862649	100010	Bank
1691	3.98601311218	01000	kepala
1691	3.35962038496	101010	22
1687	3.8802680722	01001	surat
1687	3.22888328251	1101110	Dengan
1683	3.68287509607	1011111110	Mei
1681	3.73972409413	001011	nasional
1678	3.35432608529	0110111	tengah
1654	3.43585597079	100111	luar
1651	3.45953496726	01000	seorang
1648	3.38314892046	01111110	sesuai
1647	3.96165639904	100010	Kabupaten
1643	3.5270281714	01000	empat
1641	3.40926176077	011001	yaitu
1637	3.25627085829	0011111	diketahui
1636	3.71780238018	11010	00
1635	5.03091906148	100111	Pertamina
1622	3.70292213064	01000	dugaan
1620	4.08426270068	100110	Agung
1617	4.13965470102	010110	ekonomi
1616	3.51398275128	01000	lima
1600	4.35326955281	010111	pemain
1599	3.89864660151	010111	pemeriksaan
1593	4.56933897626	100100	Surabaya
1591	3.49172392097	0110110	soal
1589	4.00746008865	100010	Polda
1586	5.05476580343	101111110	%
1586	3.65657181432	010111	diri
1580	3.9079244151	1001011	negeri
1572	3.53060658177	0111110	tahu
1564	3.54621641823	011110	segera
1562	3.41807213955	1101110	Pada
1558	5.45612836581	100110	KPU
1553	4.27715822477	01010	data
1552	4.27515587186	01010	partai
1552	4.10723322333	101111110	ribu
1550	3.98929196595	010111	kebutuhan
1544	3.51871290319	00010	sempat
1543	3.5329971292	01000	setiap
1542	3.43809444298	1010110	Minggu
1539	4.71916277165	010110	industri
1539	3.37776773167	101010	19
1536	3.44258183397	011110	mendapat
1530	3.71508543957	100110	Daerah
1528	3.85014808382	100111	kantor
1523	3.64877344376	00010	diduga
1519	3.56077696276	0011100	dirinya
1518	3.5022247804	011110	mendapatkan
1517	3.58785906423	100000	Pemberantasan
1508	3.65396767094	100111	kawasan
1505	3.47899247416	0011111	berharap
1503	3.42028316687	1101110	Dari
1502	3.94723733913	001011	bukti
1502	3.73972409413	0111110	mampu
1500	3.59034647009	100110	Jenderal
1496	3.70023304311	101010	13
1493	3.75499085078	0111110	berhasil
1493	3.5401926306	011000	maupun
1486	4.7137288856	100111	Golkar
1481	3.78032663432	100111	lokasi
1476	3.47784062178	101010	18
1473	3.60410439442	01001	keterangan
1472	3.3065090485	11010	Sebelumnya
1465	3.68952653727	010111	tinggi
1460	3.44483077448	1101111	Setelah
1454	4.46523057292	100111	Singapura
1454	3.62307917528	0111110	punya
1453	5.16909847891	100110	PSSI
1444	4.15614282381	010110	penyidik
1431	4.15430147698	1000110	pimpinan
1428	3.52345861484	011001	ketika
1427	4.17095882094	001010	puasa
1425	3.50456872087	011001	namun
1423	3.81481501071	101110111	sebanyak
1413	3.52108380765	100111	Gedung
1408	3.80900938903	01001	jumlah
1405	3.56199700092	0011100	sekarang
1404	4.21634222358	100111	Bali
1397	3.6179947822	0110110	mengenai
1392	4.10012633683	001011	politik
1388	3.73146436713	10111001	awal
1381	4.05304933084	01010	kota
1380	4.05992750855	10111000	Hari
1380	3.7452569678	011110	menerima
1380	3.58289708156	0011100	kini
1376	3.75081114228	01001	kondisi
1375	3.89402997344	100111	wilayah
1372	4.49056186288	010111	menteri
1369	3.93454027111	100110	Keuangan
1368	3.65007024837	01000	sebuah
1356	3.61672647879	011001	sebelum
1354	3.70831538941	0111110	ikut
1353	3.81481501071	011110	mengalami
1351	3.77183184016	010111	resmi
1341	4.03769229007	100010	Tim
1340	3.77324417022	01110	datang
1337	3.91414293784	01010	lembaga
1329	4.72461720174	100110	BUMN
1327	4.48129894155	01001	sidang
1326	3.9942242615	1001011	Utara
1325	4.0755243636	01001	pidana
1323	3.5940856386	011001	termasuk
1320	4.49288691582	00110	Budi
1320	4.11795962992	010110	petugas
1311	3.91726227968	010110	keluarga
1308	3.77183184016	01000	berbagai
1308	3.64359785061	101010	26
1307	4.2831820124	01010	pejabat
1306	4.72188740898	101010	0
1303	3.70831538941	0111110	melihat
1291	3.929807533	0111110	siap
1289	3.7300923318	001010	lama
1281	4.65526915505	100110	Bareskrim
1281	3.97459545475	01001	masa
1276	4.13965470102	1000111	Pak
1275	4.11258645782	01001	laporan
1270	3.5401926306	0011111	menambahkan
1267	3.70561623981	0011111	menilai
1266	3.7300923318	0011100	akhirnya
1260	3.58785906423	0110111	usai
1258	3.72872160007	100111	Nasional
1250	4.54259912831	1010111	undang
1250	3.65396767094	101010	24
1247	4.09129167946	01001	rapat
1240	3.6358691087	110110	Ada
1229	4.26319976718	01001	nilai
1229	3.5116234784	11010	CO
1226	3.78174730902	010111	dulu
1222	4.09129167946	00011	enggak
1221	4.37454862649	01000	operasi
1214	4.20295728293	001010	benar
1212	3.64101700012	0011111	demikian
1206	4.84419881749	100110	Pilkada
1202	3.84865846568	100001	asal
1202	3.7205244471	110110	Itu
1196	4.03939057754	1101110	[
1192	4.03939057754	10111100	]
1187	4.13420027093	01001	kegiatan
1186	4.24741088137	01110	naik
1186	3.72188740898	110110	Yang
1184	3.94723733913	00010	paling
1183	3.87116586509	010111	informasi
1182	3.56688749727	11010	COM
1181	4.24153431504	01001	sistem
1177	5.21826453571	01001	akun
1177	3.88484080199	100111	mana
1175	5.59908631965	01010	saham
1174	4.9942242615	00110	Agus
1172	3.9079244151	100111	Kantor
1172	3.78887174346	1101111	Sedangkan
1167	4.35326955281	00110	Kalla
1165	3.75359626871	0011111	menegaskan
1163	4.19158249306	100000	Pidana
1161	3.9282333975	101010	14
1158	4.32192809489	01001	bahan
1157	4.20295728293	101000	2013
1156	3.7205244471	1101110	Meski
1154	4.38099403575	010110	presiden
1148	4.52583733762	00110	Bambang
1146	5.12155289464	010110	pilkada
1143	3.80178506226	011001	menurut
1141	4.85014808382	010111	motor
1140	4.30344491629	10111001	jam
1137	3.76479085478	110110	Tidak
1136	3.95362802528	11000	tegas
1135	4.28519554383	01110	turun
1135	3.97134979524	0011100	ya
1130	4.74110532453	100100	Bandung
1128	5.03769229007	00110	JK
1126	4.83827398353	100110	DPRD
1125	3.90018876632	001010	penting
1119	4.02081847151	010111	umum
1118	5.5546922003	100110	FIFA
1115	5.60410439442	010111	narkoba
1111	4.40487666609	100111	II
1108	4.31780020926	100111	Pengadilan
1108	3.99587211438	01110	diberikan
1106	4.36599929752	1011111110	Juli
1098	4.13057540711	01110	hadir
1097	4.85014808382	01001	pertandingan
1096	4.59658381245	0010011	Ramadan
1094	4.0241774836	01001	upaya
1089	4.06510774765	100111	bawah
1088	3.79459673129	0011111	mengungkapkan
1086	3.90018876632	0011100	tetapi
1084	5.78032663432	010111	beras
1083	3.83827398353	0011111	begitu
1082	3.82796371476	11010	Menurutnya
1081	4.01746726201	01010	bagian
1080	3.94405258057	0011111	memastikan
1079	3.7619840542	1101110	Seperti
1076	4.49056186288	010110	rakyat
1065	4.37454862649	01110	diperiksa
1064	4.17468671717	0111110	boleh
1063	4.40926176077	101110111	nomor
1063	4.03939057754	00010	selalu
1062	3.90173258139	11010	Sebab
1061	4.2831820124	100010	Tindak
1061	4.05648432066	01110	bekerja
1060	4.65007024837	010111	kendaraan
1053	4.18969538352	00010	bakal
1052	6.57918676222	010110	Uber
1051	4.53539164434	10111001	unit
1051	4.18781073917	010110	kepolisian
1048	6.26916543401	00110	Dahlan
1044	4.30140577101	100111	I
1039	4.15062581884	011010	milik
1038	4.08601673742	011110	mendukung
1032	4.59159178311	0010011	penjara
1026	4.7917313976	10111010	ayat
1024	4.63972830415	01010	ibu
1024	3.9942242615	010110	wartawan
1023	4.05476580343	001010	jauh
1019	4.32606782525	01001	kejadian
1016	4.80900938903	010110	bola
1016	4.09658597913	011001	jangan
1015	4.31574068709	10111010	tanggal
1012	4.30548694783	110110	Dan
1011	4.32192809489	011110	membangun
1005	4.16168100735	01110	digelar
1002	4.34694655492	01001	posisi
1002	4.16909847891	1001010	Negeri
1001	5.00082699632	010110	hakim
999	4.77748947502	01001	sanksi
999	4.61926420159	01010	sektor
996	4.28519554383	01010	media
992	4.14512983108	011110	menyampaikan
991	4.25923631677	0110111	tindak
990	4.14512983108	10111001	akhir
989	4.52821998894	01110	menjabat
988	4.43585597079	01010	alat
987	4.26717413619	00110	Polisi
987	4.11975514358	01110	digunakan
987	3.96004714618	11010	Bahkan
986	4.07204379486	01110	berjalan
986	3.98765160757	00110	Metrotvnews
985	4.96488029991	01001	putusan
979	4.05648432066	011001	tanpa
978	4.04791213239	100100	Merdeka
976	4.15062581884	011110	memenuhi
975	4.66048686432	01010	jalur
975	4.03939057754	001010	sekali
970	4.18592855359	010111	khusus
968	5.12515513132	010111	penumpang
966	4.44933920015	100110	A
964	4.33438309346	01000	enam
962	5.22211686121	01010	bank
961	4.62180639615	010111	air
960	4.53060658177	01110	ditemukan
959	4.5450096469	001010	tiba
959	4.26319976718	00110	Baca
959	4.04279316176	0011100	pasti
959	3.97947767613	11001	ucap
957	5.32192809489	010110	pajak
957	4.5401926306	01001	perkara
956	4.13783426539	0010011	kemarin
951	4.43585597079	0111110	menolak
951	4.30753187381	01010	tangan
946	4.73834418485	00110	Hakim
946	4.04962250015	01110	berlangsung
942	3.99917347747	11001	ungkap
940	4.49988464195	100010	Dinas
938	4.23762986058	011110	mengikuti
937	5.37669389832	01010	bus
937	4.11079983835	0111110	mungkin
936	4.15062581884	0111110	kurang
935	5.48824055097	00110	BI
931	4.1953641336	001011	biasa
929	4.40706754736	01001	keputusan
928	4.91414293784	100110	Kejaksaan
926	5.24544936504	010111	skor
925	5.7860177464	010111	kredit
925	4.13965470102	010110	sementara
923	5.01746726201	10111001	Lebaran
923	4.06337893374	110110	Tak
921	4.28519554383	011110	semakin
920	4.17655428383	011110	menggelar
920	4.05304933084	010111	pers
918	4.32606782525	1000111	Jusuf
917	4.48129894155	00110	M
914	5.11795962992	1011111110	Games
914	4.83237338209	10111010	pasal
914	4.21059060783	0010011	terakhir
912	5.18781073917	010110	api
912	4.59658381245	100111	Istana
911	4.33021946852	01001	rencana
910	5.83237338209	01001	batu
909	4.86512947536	01010	lahan
905	4.85313194226	010111	merah
905	4.15430147698	01001	kesempatan
904	4.33646942071	01110	keluar
903	4.18029668551	0010011	mendatang
902	5.31368410079	100110	PDIP
900	4.32399647523	101010	100
899	4.7300923318	01001	hak
898	4.40268910685	1001010	Provinsi
894	5.61419321204	01010	lagu
894	5.2651855831	100010	Desa
894	4.67097923814	01001	kebijakan
894	4.34694655492	101010	31
893	5.79746776715	01001	konser
893	5.05476580343	01010	produk
889	4.2973361067	01000	total
889	4.25134193296	011110	membawa
888	6.29327789013	010111	daging
887	4.17095882094	101010	27
886	4.71101959834	101000	2016
886	4.40268910685	01001	langkah
886	4.33021946852	011110	menetapkan
886	4.30753187381	01001	cara
883	4.7860177464	100111	gedung
883	4.21059060783	0011111	menyebut
883	4.07030665433	1101110	Salah
881	4.17842427118	011110	memberi
880	4.74942059274	100010	Polres
879	5.56933897626	100110	BBM
879	4.54259912831	011110	melaporkan
878	5.15062581884	100111	babak
877	4.48129894155	01010	tingkat
875	4.20676889688	0111110	minta
874	4.69486985834	01001	pertemuan
870	4.67097923814	001000	No
867	4.38314892046	011110	meningkatkan
866	5.0755243636	001011	serentak
860	4.8003445279	01001	hukuman
855	4.33855876943	01111111	menunggu
852	4.32192809489	1000110	Pembangunan
851	5.0582048874	100111	lingkungan
849	4.32814215349	011110	membuka
848	4.4336209664	011110	menjaga
848	4.36813188481	100100	Senayan
848	4.2973361067	01110	berasal
847	4.39614626098	011110	menjalani
847	4.2651855831	11010	id
844	5.91103032597	100110	BPK
843	4.36813188481	010111	cepat
843	4.35962038496	01110	ditetapkan
842	4.2651855831	01111110	berdasarkan
840	4.49288691582	01110	terlibat
840	4.29125305465	00010	merasa
838	4.31368410079	011110	membantu
836	4.33229977896	101010	29
835	5.6294599687	100110	PPP
834	4.88942807148	010111	izin
834	4.75220303341	010111	dukungan
834	4.19158249306	01110	disampaikan
831	5.11795962992	010111	investasi
831	4.42028316687	01110	selesai
830	4.40268910685	100110	Hukum
829	4.71101959834	001011	usaha
825	4.67097923814	01001	aksi
824	4.30548694783	001010	berbeda
822	5.52108380765	001011	mudik
821	4.29936950386	00011	diharapkan
821	4.25528372514	110110	Jika
818	5.83237338209	010111	palsu
815	5.23762986058	01001	pertumbuhan
814	4.62435307827	01010	pusat
814	4.36599929752	101010	50
814	4.20676889688	11001	tutur
813	4.24153431504	011001	bahkan
809	5.30140577101	00111011	SEA
809	4.2831820124	11010	Kemudian
808	4.40706754736	01111111	tinggal
808	4.36174355685	1000110	Anggota
807	4.39832391429	001011	utama
803	4.53779014039	1001011	Tengah
801	5.33021946852	01010	artis
801	5.13601612395	01010	poin
799	5.6294599687	00110	Sri
799	5.21826453571	001000	pokok
799	4.96811142118	100110	DPP
798	5.929807533	001011	tol
797	4.38099403575	011110	mengambil
797	4.27315629421	100111	Purnama
796	4.77748947502	010110	pemerintahan
794	4.65266735986	01001	aturan
790	6.47439057221	01010	taksi
790	4.97459545475	0010011	Ramadhan
790	4.70023304311	100100	Sumatera
790	4.46067229096	01110	bertemu
788	4.51398275128	01010	siapa
785	4.48824055097	0111110	terlihat
785	4.40050485959	01001	bentuk
784	4.37669389832	0011111	menyebutkan
784	4.31368410079	0111110	mengetahui
782	4.61926420159	010110	publik
781	5.39397188975	100100	Denpasar
781	4.97784843254	100010	Pasar
778	4.38963295403	011110	mencari
776	6.96165639904	00110	Sutan
776	5.15798652379	10111001	menit
776	4.66834898209	0010011	Raya
775	4.48592296807	100110	Dewan
773	4.57425446667	01001	permintaan
772	4.85313194226	01010	perempuan
771	5.35115880621	100110	AS
770	4.84123335901	01001	tahap
770	4.74664350807	100110	Pol
770	4.36813188481	011001	apakah
770	4.18217153314	00111010	KOMPAS
769	4.40487666609	001011	tadi
769	4.34484503228	011001	lantaran
767	4.66834898209	101110111	senilai
766	5.53060658177	101111110	ton
765	4.47209511422	0011110	justru
764	5.21826453571	010111	transaksi
762	4.31163044202	11010	Pasalnya
761	4.40926176077	10111001	pagi
760	5.82649681576	100110	Migas
760	4.40268910685	11010	co
759	5.30548694783	001000	listrik
758	4.5522654629	100001	menuju
757	4.67889890143	00110	Ahmad
757	4.38746836991	101010	28
755	5.17655428383	100010	Fraksi
753	4.34065114839	1000111	Mantan
751	7.09658597913	00110	Novel
750	4.51398275128	100110	Utama
748	5.41145931648	010110	impor
747	4.73834418485	1000110	Mabes
747	4.63202020902	100111	lapangan
746	4.84717038402	01010	tanah
745	5.18781073917	100010	Tanjung
744	5.15062581884	01000	pengadaan
743	4.66048686432	01001	pelaksanaan
743	4.64747780376	0110111	ruang
743	4.5816592479	011110	melanggar
743	4.48360910223	0110110	akibat
743	4.36599929752	100000	Tjahaja
742	5.73558831956	1010111	U
742	4.67889890143	0110111	jenis
741	5.07901334968	01000	kenaikan
741	4.42471541318	100111	Rakyat
739	5.96811142118	00110	Johan
739	4.49521572188	001011	ketiga
739	4.44033639377	010110	dekat
738	6.11079983835	010111	praperadilan
738	4.86512947536	001011	hidup
737	5.2651855831	010111	suap
735	5.61926420159	100110	PNS
735	4.7300923318	01000	sang
732	4.37026762916	0011111	menuturkan
731	5.15798652379	01001	usulan
726	4.42249758793	100111	Besar
724	4.93296096604	010110	bangsa
724	4.56688749727	010111	tugas
724	4.42471541318	00110	TRIBUNNEWS
723	4.82064408951	01001	kepentingan
723	4.67097923814	11000	jawab
722	4.82943210678	001011	sosial
720	4.52821998894	0110110	lewat
719	4.67625418018	10111001	pekan
716	4.81772660613	001010	buka
716	4.31163044202	01110	ditemui
715	4.51871290319	101010	40
713	4.51398275128	0011100	ternyata
713	4.3788423649	0011111	satunya
712	6.45612836581	01010	sabu
712	5.15062581884	010111	rupiah
712	5.01746726201	010111	jabatan
710	4.59159178311	01001	alasan
709	5.96811142118	100110	AU
707	4.80900938903	001011	pemilihan
707	4.61672647879	011110	menemukan
703	5.63972830415	00110	*
703	5.35538339207	01010	luka
702	5.35962038496	01001	penjualan
701	5.03430170087	010111	keamanan
701	4.4158644956	1101111	Adapun
700	6.05476580343	100010	Gunung
699	5.7137288856	100100	Bogor
698	4.56688749727	00110	TEMPO
698	4.49056186288	0011100	nantinya
696	4.56688749727	011110	menunjukkan
695	5.5116234784	10111001	laga
693	4.52583733762	0110110	berupa
691	5.70831538941	01010	klub
690	6.66048686432	00110	Anas
689	5.31368410079	011010	sepak
689	4.97459545475	01001	biaya
688	5.4336209664	1000111	@
687	5.49754829319	1010111	rata
687	5.49754829319	100110	PP
687	4.51634588865	0011110	dinilai
686	5.14695950164	01010	titik
686	4.86212072549	01001	target
686	4.5522654629	0011111	mengakui
684	4.58661696769	0011100	bagaimana
683	6.36813188481	01001	ijazah
683	4.5450096469	001010	mudah
682	4.66572351268	100111	Khusus
681	4.83532066614	1000110	Bupati
680	4.75778406567	1000110	Direktorat
680	4.52345861484	100111	antaranya
680	4.51398275128	01110	diterima
679	6.01412381893	010111	gas
678	4.94883235868	010111	bantuan
678	4.58413597819	1000110	Sekretaris
678	4.5522654629	00110	Liputan6
676	4.56933897626	01111111	terdapat
674	4.78316938409	101010	500
674	4.5022247804	01111110	sekaligus
673	5.66572351268	100111	pelabuhan
672	6.47439057221	001011	haji
671	4.89864660151	100111	Anak
670	6.7137288856	00110	Samad
665	5.97459545475	010111	terdakwa
665	5.00746008865	010110	pengguna
665	4.62435307827	011110	buat
663	5.18029668551	001011	asing
663	4.5940856386	1010111	nya
662	4.73834418485	001011	kecil
661	4.74387175882	10111001	periode
661	4.73558831956	100110	Kepolisian
658	5.94883235868	01001	pesawat
655	5.1953641336	100100	Tangerang
